,user_name,text,created_at,favorite_count,text_clean,tokenized_text,stopwords_text,text_string,text_string_lemm
1875,Lauren Book,Read the @washingtonpost’s story about mothers in my district who were denied needed abortion health care following… https://t.co/4p4gwJNGN8,2023-04-10,35,read the ’s story about mothers in my district who were denied needed abortion health care following ,"['read', 'the', '’', 's', 'story', 'about', 'mothers', 'in', 'my', 'district', 'who', 'were', 'denied', 'needed', 'abortion', 'health', 'care', 'following']","['read', '’', 'story', 'mothers', 'district', 'denied', 'needed', 'abortion', 'health', 'care', 'following']",read story mothers district denied needed abortion health care following,read story mothers district denied needed abortion health care following
1876,Lauren Book,"Despite denials from across the aisle, the truth is clear: 

Florida mothers who suffer miscarriages are  ALREADY b… https://t.co/cqVfjlzqSD",2023-04-10,373,despite denials from across the aisle the truth is clear florida mothers who suffer miscarriages are  already b ,"['despite', 'denials', 'from', 'across', 'the', 'aisle', 'the', 'truth', 'is', 'clear', 'florida', 'mothers', 'who', 'suffer', 'miscarriages', 'are', 'already', 'b']","['despite', 'denials', 'across', 'aisle', 'truth', 'clear', 'florida', 'mothers', 'suffer', 'miscarriages', 'already', 'b']",despite denials across aisle truth clear florida mothers suffer miscarriages already,despite denials across aisle truth clear florida mothers suffer miscarriages already
1877,Lauren Book,"RT @CAKitchener: NEW: Two friends experienced the same life-threatening pregnancy complication in Florida. 

Both were turned away from the…",2023-04-10,0,new two friends experienced the same lifethreatening pregnancy complication in florida both were turned away from the,"['new', 'two', 'friends', 'experienced', 'the', 'same', 'lifethreatening', 'pregnancy', 'complication', 'in', 'florida', 'both', 'were', 'turned', 'away', 'from', 'the']","['new', 'two', 'friends', 'experienced', 'lifethreatening', 'pregnancy', 'complication', 'florida', 'turned', 'away']",new two friends experienced lifethreatening pregnancy complication florida turned away,new two friends experienced lifethreatening pregnancy complication florida turned away
1878,Lauren Book,RT @mjs_DC: This is one of the most devastating—and important—articles I have ever read: A @CAKitchener report about how Florida's 15-week…,2023-04-10,0,this is one of the most devastating—and important—articles i have ever read a  report about how floridas week,"['this', 'is', 'one', 'of', 'the', 'most', 'devastating—and', 'important—articles', 'i', 'have', 'ever', 'read', 'a', 'report', 'about', 'how', 'floridas', 'week']","['one', 'devastating—and', 'important—articles', 'ever', 'read', 'report', 'floridas', 'week']",one devastating—and important—articles ever read report floridas week,one devastating—and important—articles ever read report floridas week
1879,Lauren Book,Happy Easter to everyone celebrating! Sending wishes for a safe and happy holiday to all celebrating ?? https://t.co/JyRcBXO1AH,2023-04-09,43,happy easter to everyone celebrating sending wishes for a safe and happy holiday to all celebrating  ,"['happy', 'easter', 'to', 'everyone', 'celebrating', 'sending', 'wishes', 'for', 'a', 'safe', 'and', 'happy', 'holiday', 'to', 'all', 'celebrating']","['happy', 'easter', 'everyone', 'celebrating', 'sending', 'wishes', 'safe', 'happy', 'holiday', 'celebrating']",happy easter everyone celebrating sending wishes safe happy holiday celebrating,happy easter everyone celebrating sending wishes safe happy holiday celebrating
1880,Lauren Book,"No matter how much the GOP may legislate, wish or pray it away, abortion IS health care. This fight continues. https://t.co/h2pymgynfe",2023-04-07,193,no matter how much the gop may legislate wish or pray it away abortion is health care this fight continues ,"['no', 'matter', 'how', 'much', 'the', 'gop', 'may', 'legislate', 'wish', 'or', 'pray', 'it', 'away', 'abortion', 'is', 'health', 'care', 'this', 'fight', 'continues']","['matter', 'much', 'gop', 'may', 'legislate', 'wish', 'pray', 'away', 'abortion', 'health', 'care', 'fight', 'continues']",matter much gop may legislate wish pray away abortion health care fight continues,matter much gop may legislate wish pray away abortion health care fight continues
1881,Lauren Book,"The TN House just expelled 2 young, Black Democratic lawmakers for protesting for gun safety after 3 elementary sch… https://t.co/k7WMrikxXC",2023-04-07,615,the tn house just expelled  young black democratic lawmakers for protesting for gun safety after  elementary sch ,"['the', 'tn', 'house', 'just', 'expelled', 'young', 'black', 'democratic', 'lawmakers', 'for', 'protesting', 'for', 'gun', 'safety', 'after', 'elementary', 'sch']","['tn', 'house', 'expelled', 'young', 'black', 'democratic', 'lawmakers', 'protesting', 'gun', 'safety', 'elementary', 'sch']",house expelled young black democratic lawmakers protesting gun safety elementary sch,house expelled young black democratic lawmakers protesting gun safety elementary sch
1882,Lauren Book,"Chag Pesach Sameach! From my family to yours, I wish all who celebrate a joy-filled Passover holiday. https://t.co/uLdyi31kQd",2023-04-05,107,chag pesach sameach from my family to yours i wish all who celebrate a joyfilled passover holiday ,"['chag', 'pesach', 'sameach', 'from', 'my', 'family', 'to', 'yours', 'i', 'wish', 'all', 'who', 'celebrate', 'a', 'joyfilled', 'passover', 'holiday']","['chag', 'pesach', 'sameach', 'family', 'wish', 'celebrate', 'joyfilled', 'passover', 'holiday']",chag pesach sameach family wish celebrate joyfilled passover holiday,chag pesach sameach family wish celebrate joyfilled passover holiday
1883,Lauren Book,"This policy is a mistake. For years, Florida has been the “Gunshine State” – and now we’re emboldening more guns in… https://t.co/7k0CbE4FX7",2023-04-03,459,this policy is a mistake for years florida has been the “gunshine state” – and now we’re emboldening more guns in ,"['this', 'policy', 'is', 'a', 'mistake', 'for', 'years', 'florida', 'has', 'been', 'the', '“', 'gunshine', 'state', '”', '–', 'and', 'now', 'we', '’', 're', 'emboldening', 'more', 'guns', 'in']","['policy', 'mistake', 'years', 'florida', '“', 'gunshine', 'state', '”', '–', '’', 'emboldening', 'guns']",policy mistake years florida gunshine state emboldening guns,policy mistake years florida gunshine state emboldening guns
1884,Lauren Book,"Florida is on a roll today… banning abortions &amp; signing permitless concealed carry into law.

Guns are now less reg… https://t.co/JN3zYEqbfQ",2023-04-03,3172,florida is on a roll today banning abortions amp signing permitless concealed carry into lawguns are now less reg ,"['florida', 'is', 'on', 'a', 'roll', 'today', 'banning', 'abortions', 'amp', 'signing', 'permitless', 'concealed', 'carry', 'into', 'lawguns', 'are', 'now', 'less', 'reg']","['florida', 'roll', 'today', 'banning', 'abortions', 'amp', 'signing', 'permitless', 'concealed', 'carry', 'lawguns', 'less', 'reg']",florida roll today banning abortions amp signing permitless concealed carry lawguns less reg,florida roll today banning abortions amp signing permitless concealed carry lawguns less reg
1885,Lauren Book,** office number: 850-487-5035,2023-04-03,265, office number ,"['office', 'number']","['office', 'number']",office number,office number
1886,Lauren Book,"In the course of just two generations, we’ve seen our rights won &amp; lost.

It is now up to us to get them back. Beca… https://t.co/RZ0e23di43",2023-04-03,742,in the course of just two generations we’ve seen our rights won amp lostit is now up to us to get them back beca ,"['in', 'the', 'course', 'of', 'just', 'two', 'generations', 'we', '’', 've', 'seen', 'our', 'rights', 'won', 'amp', 'lostit', 'is', 'now', 'up', 'to', 'us', 'to', 'get', 'them', 'back', 'beca']","['course', 'two', 'generations', '’', 'seen', 'rights', 'amp', 'lostit', 'us', 'get', 'back', 'beca']",course two generations seen rights amp lostit get back beca,course two generations seen rights amp lostit get back beca
1887,Lauren Book,"My message to Florida’s women &amp; girls —

There are people &amp; funds who will help you, no matter where you live or ho… https://t.co/buJcrUAylh",2023-04-03,4593,my message to florida’s women amp girls —there are people amp funds who will help you no matter where you live or ho ,"['my', 'message', 'to', 'florida', '’', 's', 'women', 'amp', 'girls', '—there', 'are', 'people', 'amp', 'funds', 'who', 'will', 'help', 'you', 'no', 'matter', 'where', 'you', 'live', 'or', 'ho']","['message', 'florida', '’', 'women', 'amp', 'girls', '—there', 'people', 'amp', 'funds', 'help', 'matter', 'live', 'ho']",message florida women amp girls —there people amp funds help matter live,message florida women amp girls —there people amp funds help matter live
1888,Lauren Book,"The Senate also funneled $25 million to fake, non-medical, religious clinics peddling scientifically inaccurate dis… https://t.co/g2geenlQjp",2023-04-03,204,the senate also funneled  million to fake nonmedical religious clinics peddling scientifically inaccurate dis ,"['the', 'senate', 'also', 'funneled', 'million', 'to', 'fake', 'nonmedical', 'religious', 'clinics', 'peddling', 'scientifically', 'inaccurate', 'dis']","['senate', 'also', 'funneled', 'million', 'fake', 'nonmedical', 'religious', 'clinics', 'peddling', 'scientifically', 'inaccurate', 'dis']",senate also funneled million fake nonmedical religious clinics peddling scientifically inaccurate dis,senate also funneled million fake nonmedical religious clinics peddling scientifically inaccurate dis
1889,Lauren Book,"The Florida Senate just voted to give sacs of cells &amp; even the deceased more rights than living, breathing, women &amp;… https://t.co/nbO7kC8uNX",2023-04-03,900,the florida senate just voted to give sacs of cells amp even the deceased more rights than living breathing women amp ,"['the', 'florida', 'senate', 'just', 'voted', 'to', 'give', 'sacs', 'of', 'cells', 'amp', 'even', 'the', 'deceased', 'more', 'rights', 'than', 'living', 'breathing', 'women', 'amp']","['florida', 'senate', 'voted', 'give', 'sacs', 'cells', 'amp', 'even', 'deceased', 'rights', 'living', 'breathing', 'women', 'amp']",florida senate voted give sacs cells amp even deceased rights living breathing women amp,florida senate voted give sacs cells amp even deceased rights living breathing women amp
1890,Lauren Book,"It's happening now. And @FLSenateDems are fighting back. 

Watch here: https://t.co/k60UpS6ERG https://t.co/DDZL9Hma6n",2023-04-03,121,its happening now and  are fighting back watch here  ,"['its', 'happening', 'now', 'and', 'are', 'fighting', 'back', 'watch', 'here']","['happening', 'fighting', 'back', 'watch']",happening fighting back watch,happening fighting back watch
1891,Lauren Book,Update - the bill has not yet been heard… it’s coming. We will keep you posted.,2023-04-03,31,update  the bill has not yet been heard it’s coming we will keep you posted,"['update', 'the', 'bill', 'has', 'not', 'yet', 'been', 'heard', 'it', '’', 's', 'coming', 'we', 'will', 'keep', 'you', 'posted']","['update', 'bill', 'yet', 'heard', '’', 'coming', 'keep', 'posted']",update bill yet heard coming keep posted,update bill yet heard coming keep posted
1892,Lauren Book,"Today beginning at 10 AM, the Florida Senate will be in Session debating and voting on the dangerous 6-week abortio… https://t.co/5kpQyEIHdZ",2023-04-03,138,today beginning at  am the florida senate will be in session debating and voting on the dangerous week abortio ,"['today', 'beginning', 'at', 'am', 'the', 'florida', 'senate', 'will', 'be', 'in', 'session', 'debating', 'and', 'voting', 'on', 'the', 'dangerous', 'week', 'abortio']","['today', 'beginning', 'florida', 'senate', 'session', 'debating', 'voting', 'dangerous', 'week', 'abortio']",today beginning florida senate session debating voting dangerous week abortio,today beginning florida senate session debating voting dangerous week abortio
1893,Lauren Book,"Let's talk about minors, especially victims of sexual abuse... 

This bill contains exceptions for rape, bt only up… https://t.co/RxqsJuFcRz",2023-04-02,74,lets talk about minors especially victims of sexual abuse this bill contains exceptions for rape bt only up ,"['lets', 'talk', 'about', 'minors', 'especially', 'victims', 'of', 'sexual', 'abuse', 'this', 'bill', 'contains', 'exceptions', 'for', 'rape', 'bt', 'only', 'up']","['lets', 'talk', 'minors', 'especially', 'victims', 'sexual', 'abuse', 'bill', 'contains', 'exceptions', 'rape', 'bt']",lets talk minors especially victims sexual abuse bill contains exceptions rape,lets talk minors especially victims sexual abuse bill contains exceptions rape
1894,Lauren Book,"“That somebody is going to be able to not only find out they are pregnant within that time frame, take the day off… https://t.co/hy36hci7iO",2023-04-02,58,“that somebody is going to be able to not only find out they are pregnant within that time frame take the day off ,"['“', 'that', 'somebody', 'is', 'going', 'to', 'be', 'able', 'to', 'not', 'only', 'find', 'out', 'they', 'are', 'pregnant', 'within', 'that', 'time', 'frame', 'take', 'the', 'day', 'off']","['“', 'somebody', 'going', 'able', 'find', 'pregnant', 'within', 'time', 'frame', 'take', 'day']",somebody going able find pregnant within time frame take day,somebody going able find pregnant within time frame take day
1895,Lauren Book,"To make matters harder for women with v limited time, women wait @ least 24 hrs for a 2nd appointment to receive ab… https://t.co/68KHjlfuQo",2023-04-02,36,to make matters harder for women with v limited time women wait  least  hrs for a nd appointment to receive ab ,"['to', 'make', 'matters', 'harder', 'for', 'women', 'with', 'v', 'limited', 'time', 'women', 'wait', 'least', 'hrs', 'for', 'a', 'nd', 'appointment', 'to', 'receive', 'ab']","['make', 'matters', 'harder', 'women', 'v', 'limited', 'time', 'women', 'wait', 'least', 'hrs', 'nd', 'appointment', 'receive', 'ab']",make matters harder women limited time women wait least hrs appointment receive,make matters harder women limited time women wait least hrs appointment receive
1896,Lauren Book,"If you CAN get into a clinic, you can't be too early OR too late --

- Sonograms will show a gestational sac @ 4.5… https://t.co/qMLQgXdtAT",2023-04-02,22,if you can get into a clinic you cant be too early or too late  sonograms will show a gestational sac   ,"['if', 'you', 'can', 'get', 'into', 'a', 'clinic', 'you', 'cant', 'be', 'too', 'early', 'or', 'too', 'late', 'sonograms', 'will', 'show', 'a', 'gestational', 'sac']","['get', 'clinic', 'cant', 'early', 'late', 'sonograms', 'show', 'gestational', 'sac']",get clinic cant early late sonograms show gestational sac,get clinic cant early late sonograms show gestational sac
1897,Lauren Book,"If a test shows positive &amp; woman wants to terminate her pregnancy, she must go to an abortion clinic to get a sonog… https://t.co/f16wQrPGhX",2023-04-02,25,if a test shows positive amp woman wants to terminate her pregnancy she must go to an abortion clinic to get a sonog ,"['if', 'a', 'test', 'shows', 'positive', 'amp', 'woman', 'wants', 'to', 'terminate', 'her', 'pregnancy', 'she', 'must', 'go', 'to', 'an', 'abortion', 'clinic', 'to', 'get', 'a', 'sonog']","['test', 'shows', 'positive', 'amp', 'woman', 'wants', 'terminate', 'pregnancy', 'must', 'go', 'abortion', 'clinic', 'get', 'sonog']",test shows positive amp woman wants terminate pregnancy must abortion clinic get sonog,test shows positive amp woman wants terminate pregnancy must abortion clinic get sonog
1898,Lauren Book,"Confirming pregnancy is the first step, BUT most women don't know they're pregnant @ 6 weeks -- 

- 25% of women do… https://t.co/AMm1MsbwLJ",2023-04-02,38,confirming pregnancy is the first step but most women dont know theyre pregnant   weeks    of women do ,"['confirming', 'pregnancy', 'is', 'the', 'first', 'step', 'but', 'most', 'women', 'dont', 'know', 'theyre', 'pregnant', 'weeks', 'of', 'women', 'do']","['confirming', 'pregnancy', 'first', 'step', 'women', 'dont', 'know', 'theyre', 'pregnant', 'weeks', 'women']",confirming pregnancy first step women dont know theyre pregnant weeks women,confirming pregnancy first step women dont know theyre pregnant weeks women
1899,Lauren Book,".@SunSentinel asks: ""Is it really possible to get an abortion within 6 weeks if FL’s proposed ban becomes law?"" -… https://t.co/zxT4F4cFkP",2023-04-02,260, asks is it really possible to get an abortion within  weeks if fl’s proposed ban becomes law  ,"['asks', 'is', 'it', 'really', 'possible', 'to', 'get', 'an', 'abortion', 'within', 'weeks', 'if', 'fl', '’', 's', 'proposed', 'ban', 'becomes', 'law']","['asks', 'really', 'possible', 'get', 'abortion', 'within', 'weeks', 'fl', '’', 'proposed', 'ban', 'becomes', 'law']",asks really possible get abortion within weeks proposed ban becomes law,asks really possible get abortion within weeks proposed ban becomes law
1900,Lauren Book,@SpencerRoachFL ?? https://t.co/w1q0nYqmV6,2023-03-31,39,  ,[],[],,
1901,Lauren Book,@AlannaVagianos Thank you for fighting for women everyday!,2023-03-31,1, thank you for fighting for women everyday,"['thank', 'you', 'for', 'fighting', 'for', 'women', 'everyday']","['thank', 'fighting', 'women', 'everyday']",thank fighting women everyday,thank fighting women everyday
1902,Lauren Book,“Human rights are not a privilege conferred by government. They are every human being's entitlement by virtue of hi… https://t.co/18zs1WaubF,2023-03-31,134,“human rights are not a privilege conferred by government they are every human beings entitlement by virtue of hi ,"['“', 'human', 'rights', 'are', 'not', 'a', 'privilege', 'conferred', 'by', 'government', 'they', 'are', 'every', 'human', 'beings', 'entitlement', 'by', 'virtue', 'of', 'hi']","['“', 'human', 'rights', 'privilege', 'conferred', 'government', 'every', 'human', 'beings', 'entitlement', 'virtue', 'hi']",human rights privilege conferred government every human beings entitlement virtue,human rights privilege conferred government every human beings entitlement virtue
1903,Lauren Book,Women who miscarry in the State of Florida are being sent home to develop sepsis before they can receive needed abo… https://t.co/j5B1pXJf6Y,2023-03-30,13456,women who miscarry in the state of florida are being sent home to develop sepsis before they can receive needed abo ,"['women', 'who', 'miscarry', 'in', 'the', 'state', 'of', 'florida', 'are', 'being', 'sent', 'home', 'to', 'develop', 'sepsis', 'before', 'they', 'can', 'receive', 'needed', 'abo']","['women', 'miscarry', 'state', 'florida', 'sent', 'home', 'develop', 'sepsis', 'receive', 'needed', 'abo']",women miscarry state florida sent home develop sepsis receive needed abo,women miscarry state florida sent home develop sepsis receive needed abo
1904,Lauren Book,"RT @AlannaVagianos: A slew of amendments filed today for SB300 -- Florida's 6-week abortion ban, which heads to a full senate vote tomorrow…",2023-03-30,0,a slew of amendments filed today for sb  floridas week abortion ban which heads to a full senate vote tomorrow,"['a', 'slew', 'of', 'amendments', 'filed', 'today', 'for', 'sb', 'floridas', 'week', 'abortion', 'ban', 'which', 'heads', 'to', 'a', 'full', 'senate', 'vote', 'tomorrow']","['slew', 'amendments', 'filed', 'today', 'sb', 'floridas', 'week', 'abortion', 'ban', 'heads', 'full', 'senate', 'vote', 'tomorrow']",slew amendments filed today floridas week abortion ban heads full senate vote tomorrow,slew amendments filed today floridas week abortion ban heads full senate vote tomorrow
1905,Lauren Book,"FL requires 1200 hrs of training for a license to cut hair, 500 hrs of training for a massage therapist license, 24… https://t.co/mZRwOP7OxH",2023-03-30,279,fl requires  hrs of training for a license to cut hair  hrs of training for a massage therapist license  ,"['fl', 'requires', 'hrs', 'of', 'training', 'for', 'a', 'license', 'to', 'cut', 'hair', 'hrs', 'of', 'training', 'for', 'a', 'massage', 'therapist', 'license']","['fl', 'requires', 'hrs', 'training', 'license', 'cut', 'hair', 'hrs', 'training', 'massage', 'therapist', 'license']",requires hrs training license cut hair hrs training massage therapist license,requires hrs training license cut hair hrs training massage therapist license
1906,Lauren Book,"Gun violence is the #1 killer of children and teens in the US. 

It has outpaced car crashes, cancer, and everythin… https://t.co/lEgbsqaN7g",2023-03-30,333,gun violence is the  killer of children and teens in the us it has outpaced car crashes cancer and everythin ,"['gun', 'violence', 'is', 'the', 'killer', 'of', 'children', 'and', 'teens', 'in', 'the', 'us', 'it', 'has', 'outpaced', 'car', 'crashes', 'cancer', 'and', 'everythin']","['gun', 'violence', 'killer', 'children', 'teens', 'us', 'outpaced', 'car', 'crashes', 'cancer', 'everythin']",gun violence killer children teens outpaced car crashes cancer everythin,gun violence killer children teens outpaced car crashes cancer everythin
1907,Lauren Book,"RT @TDOnline: Unions representing teachers and health care workers would face strict, new requirements under a measure approved Wednesday i…",2023-03-29,0,unions representing teachers and health care workers would face strict new requirements under a measure approved wednesday i,"['unions', 'representing', 'teachers', 'and', 'health', 'care', 'workers', 'would', 'face', 'strict', 'new', 'requirements', 'under', 'a', 'measure', 'approved', 'wednesday', 'i']","['unions', 'representing', 'teachers', 'health', 'care', 'workers', 'would', 'face', 'strict', 'new', 'requirements', 'measure', 'approved', 'wednesday']",unions representing teachers health care workers would face strict new requirements measure approved wednesday,unions representing teachers health care workers would face strict new requirements measure approved wednesday
1908,Lauren Book,RT @floridachannel: ICYMI: Watch the Press Availability with Senate Minority Leader @LeaderBookFL on the web: https://t.co/AZ5yGAQVxa @senp…,2023-03-29,0,icymi watch the press availability with senate minority leader  on the web  ,"['icymi', 'watch', 'the', 'press', 'availability', 'with', 'senate', 'minority', 'leader', 'on', 'the', 'web']","['icymi', 'watch', 'press', 'availability', 'senate', 'minority', 'leader', 'web']",icymi watch press availability senate minority leader web,icymi watch press availability senate minority leader web
1909,Lauren Book,"While Floridians are struggling with skyrocketing costs of living, the GOP majority is focused on fighting culture… https://t.co/vxxq36uXJB",2023-03-29,176,while floridians are struggling with skyrocketing costs of living the gop majority is focused on fighting culture ,"['while', 'floridians', 'are', 'struggling', 'with', 'skyrocketing', 'costs', 'of', 'living', 'the', 'gop', 'majority', 'is', 'focused', 'on', 'fighting', 'culture']","['floridians', 'struggling', 'skyrocketing', 'costs', 'living', 'gop', 'majority', 'focused', 'fighting', 'culture']",floridians struggling skyrocketing costs living gop majority focused fighting culture,floridians struggling skyrocketing costs living gop majority focused fighting culture
1910,Lauren Book,Criminalizing women and their doctors is NOT freedom!  https://t.co/afsvq0p5dU,2023-03-28,106,criminalizing women and their doctors is not freedom  ,"['criminalizing', 'women', 'and', 'their', 'doctors', 'is', 'not', 'freedom']","['criminalizing', 'women', 'doctors', 'freedom']",criminalizing women doctors freedom,criminalizing women doctors freedom
1911,Lauren Book,And while we mourn victims of the school shooting in Nashville and those lives lost in other community spaces - let… https://t.co/iG6vB3aptr,2023-03-28,20,and while we mourn victims of the school shooting in nashville and those lives lost in other community spaces  let ,"['and', 'while', 'we', 'mourn', 'victims', 'of', 'the', 'school', 'shooting', 'in', 'nashville', 'and', 'those', 'lives', 'lost', 'in', 'other', 'community', 'spaces', 'let']","['mourn', 'victims', 'school', 'shooting', 'nashville', 'lives', 'lost', 'community', 'spaces', 'let']",mourn victims school shooting nashville lives lost community spaces let,mourn victims school shooting nashville lives lost community spaces let
1912,Lauren Book,"Gun violence = #1 killer of children &amp; teens in America. After Parkland, we passed BIPARTISAN laws that made a diff… https://t.co/cq9qCB7X4D",2023-03-28,151,gun violence   killer of children amp teens in america after parkland we passed bipartisan laws that made a diff ,"['gun', 'violence', 'killer', 'of', 'children', 'amp', 'teens', 'in', 'america', 'after', 'parkland', 'we', 'passed', 'bipartisan', 'laws', 'that', 'made', 'a', 'diff']","['gun', 'violence', 'killer', 'children', 'amp', 'teens', 'america', 'parkland', 'passed', 'bipartisan', 'laws', 'made', 'diff']",gun violence killer children amp teens america parkland passed bipartisan laws made diff,gun violence killer children amp teens america parkland passed bipartisan laws made diff
1913,Lauren Book,"RT @PPactionFL: ??FL Senate just announced that they will hear the 6 week abortion ban on the Senate floor THIS THURSDAY. 

They announced t…",2023-03-28,0,fl senate just announced that they will hear the  week abortion ban on the senate floor this thursday they announced t,"['fl', 'senate', 'just', 'announced', 'that', 'they', 'will', 'hear', 'the', 'week', 'abortion', 'ban', 'on', 'the', 'senate', 'floor', 'this', 'thursday', 'they', 'announced', 't']","['fl', 'senate', 'announced', 'hear', 'week', 'abortion', 'ban', 'senate', 'floor', 'thursday', 'announced']",senate announced hear week abortion ban senate floor thursday announced,senate announced hear week abortion ban senate floor thursday announced
1914,Lauren Book,"RT @Everytown: At least 3 children have been shot and killed at an elementary school in Nashville, Tennessee this morning. Our hearts are w…",2023-03-27,0,at least  children have been shot and killed at an elementary school in nashville tennessee this morning our hearts are w,"['at', 'least', 'children', 'have', 'been', 'shot', 'and', 'killed', 'at', 'an', 'elementary', 'school', 'in', 'nashville', 'tennessee', 'this', 'morning', 'our', 'hearts', 'are', 'w']","['least', 'children', 'shot', 'killed', 'elementary', 'school', 'nashville', 'tennessee', 'morning', 'hearts', 'w']",least children shot killed elementary school nashville tennessee morning hearts,least children shot killed elementary school nashville tennessee morning hearts
1915,Lauren Book,Anti-abortion fake clinics outnumber real abortion providers nearly 3-1 in FL. Now the legislature is planning to g… https://t.co/XBxxK9fNYL,2023-03-27,504,antiabortion fake clinics outnumber real abortion providers nearly  in fl now the legislature is planning to g ,"['antiabortion', 'fake', 'clinics', 'outnumber', 'real', 'abortion', 'providers', 'nearly', 'in', 'fl', 'now', 'the', 'legislature', 'is', 'planning', 'to', 'g']","['antiabortion', 'fake', 'clinics', 'outnumber', 'real', 'abortion', 'providers', 'nearly', 'fl', 'legislature', 'planning', 'g']",antiabortion fake clinics outnumber real abortion providers nearly legislature planning,antiabortion fake clinics outnumber real abortion providers nearly legislature planning
1916,Lauren Book,TOMORROW -- come to the FL Capitol &amp; speak out against the proposed abortion ban! We need your voices! https://t.co/QY8dqaNC3L,2023-03-27,95,tomorrow  come to the fl capitol amp speak out against the proposed abortion ban we need your voices ,"['tomorrow', 'come', 'to', 'the', 'fl', 'capitol', 'amp', 'speak', 'out', 'against', 'the', 'proposed', 'abortion', 'ban', 'we', 'need', 'your', 'voices']","['tomorrow', 'come', 'fl', 'capitol', 'amp', 'speak', 'proposed', 'abortion', 'ban', 'need', 'voices']",tomorrow come capitol amp speak proposed abortion ban need voices,tomorrow come capitol amp speak proposed abortion ban need voices
1917,Lauren Book,"RT @FLSenateDems: ""In the last week alone we’ve seen and heard of tens of thousands of lawsuits filed to avoid the impact of this bill, whi…",2023-03-24,0,in the last week alone we’ve seen and heard of tens of thousands of lawsuits filed to avoid the impact of this bill whi,"['in', 'the', 'last', 'week', 'alone', 'we', '’', 've', 'seen', 'and', 'heard', 'of', 'tens', 'of', 'thousands', 'of', 'lawsuits', 'filed', 'to', 'avoid', 'the', 'impact', 'of', 'this', 'bill', 'whi']","['last', 'week', 'alone', '’', 'seen', 'heard', 'tens', 'thousands', 'lawsuits', 'filed', 'avoid', 'impact', 'bill', 'whi']",last week alone seen heard tens thousands lawsuits filed avoid impact bill whi,last week alone seen heard tens thousands lawsuits filed avoid impact bill whi
1918,Lauren Book,"RT @FLSenateDems: @LeaderBookFL responds to the Governor signing sweeping &amp; disruptive tort reform bill: 
“The so-called free state of Flor…",2023-03-24,0,responds to the governor signing sweeping amp disruptive tort reform bill “the socalled free state of flor,"['responds', 'to', 'the', 'governor', 'signing', 'sweeping', 'amp', 'disruptive', 'tort', 'reform', 'bill', '“', 'the', 'socalled', 'free', 'state', 'of', 'flor']","['responds', 'governor', 'signing', 'sweeping', 'amp', 'disruptive', 'tort', 'reform', 'bill', '“', 'socalled', 'free', 'state', 'flor']",responds governor signing sweeping amp disruptive tort reform bill socalled free state flor,responds governor signing sweeping amp disruptive tort reform bill socalled free state flor
1919,Lauren Book,"Calling all women, girls, allies, and doctors — SPEAK UP &amp;. SPEAK OUT against the dangerous FL abortion ban @ the C… https://t.co/HMdSZwCWyZ",2023-03-24,122,calling all women girls allies and doctors — speak up amp speak out against the dangerous fl abortion ban  the c ,"['calling', 'all', 'women', 'girls', 'allies', 'and', 'doctors', '—', 'speak', 'up', 'amp', 'speak', 'out', 'against', 'the', 'dangerous', 'fl', 'abortion', 'ban', 'the', 'c']","['calling', 'women', 'girls', 'allies', 'doctors', '—', 'speak', 'amp', 'speak', 'dangerous', 'fl', 'abortion', 'ban', 'c']",calling women girls allies doctors speak amp speak dangerous abortion ban,calling women girls allies doctors speak amp speak dangerous abortion ban
1920,Lauren Book,"Abortion is health care. Dangerous GOP bans hurt women, girls, sexual assault survivors, doctors, and, yes — mother… https://t.co/0VoSMBWrie",2023-03-24,73,abortion is health care dangerous gop bans hurt women girls sexual assault survivors doctors and yes — mother ,"['abortion', 'is', 'health', 'care', 'dangerous', 'gop', 'bans', 'hurt', 'women', 'girls', 'sexual', 'assault', 'survivors', 'doctors', 'and', 'yes', '—', 'mother']","['abortion', 'health', 'care', 'dangerous', 'gop', 'bans', 'hurt', 'women', 'girls', 'sexual', 'assault', 'survivors', 'doctors', 'yes', '—', 'mother']",abortion health care dangerous gop bans hurt women girls sexual assault survivors doctors yes mother,abortion health care dangerous gop bans hurt women girls sexual assault survivors doctors yes mother
1921,Lauren Book,The State of Florida shouldn’t be using taxpayer dollars to fund private school educations for millionaires’ kids…b… https://t.co/nFH0QCUjIU,2023-03-23,694,the state of florida shouldn’t be using taxpayer dollars to fund private school educations for millionaires’ kidsb ,"['the', 'state', 'of', 'florida', 'shouldn', '’', 't', 'be', 'using', 'taxpayer', 'dollars', 'to', 'fund', 'private', 'school', 'educations', 'for', 'millionaires', '’', 'kidsb']","['state', 'florida', '’', 'using', 'taxpayer', 'dollars', 'fund', 'private', 'school', 'educations', 'millionaires', '’', 'kidsb']",state florida using taxpayer dollars fund private school educations millionaires kidsb,state florida using taxpayer dollars fund private school educations millionaires kidsb
