user_name,text,created_at,favorite_count
Marie Woodson,https://t.co/QQO1qh1Hz6,2022-10-09,1
Marie Woodson,https://t.co/U3ZCOAczVD,2022-09-15,1
Marie Woodson,"Join us for this celebration by registering on: https://t.co/SzED4fKwZB

Hope to see you there!

#FLHD101 https://t.co/K0ItwzthKW",2022-09-14,2
Marie Woodson,"September 11, 2001 completely changed our nation. We will never forget the victims, their families, our first respo… https://t.co/jhgrHQCMkW",2022-09-11,5
Marie Woodson,https://t.co/uFeSy8OwGm,2022-09-11,0
Marie Woodson,RT @browarddems: Here are some pictures from the @FlaDems and Broward Democratic Party canvass in Hollywood with Democratic Candidate for L…,2022-09-10,0
Marie Woodson,"RT @LeaderBookFL: Thank you @MPPRChamber &amp; @WestonFlChamber for having me, Reps @Robin_Bartleman &amp; @MarieWoodsonFL this morning to discuss…",2022-09-10,0
Marie Woodson,"2/2: solidarity until they earn a decent salary to support their families. 

Have a safe and restful #LaborDay!",2022-09-05,0
Marie Woodson,"1/2: On this Labor Day, let’s remember and thank all workers —especially; our men and women throughout our State  w… https://t.co/RaKyGK5mSp",2022-09-05,9
Marie Woodson,2/2: Kudos to Congresswoman Debbie Wasserman and Property Appraiser Marty Kiar for doing an outstanding job emceein… https://t.co/4ZXnMWHDa7,2022-09-04,1
Marie Woodson,1/2: Supporting the men and women who work extremely hard for our State of Florida. Congratulations to Bill Reynold… https://t.co/G47uGtMLW0,2022-09-04,26
Marie Woodson,"The upcoming November 8 Election matters!! 

Please click on this link to verify your voter registration status her… https://t.co/L0xXwut5uA",2022-09-04,2
Marie Woodson,RT @ItsChrisByrnes: Fired up and ready to go! after hearing the uplifting introduction from @MarieWoodsonFL and all the ways @CharlieCrist…,2022-09-04,0
Marie Woodson,https://t.co/SETxl6mM3S,2022-09-04,0
Marie Woodson,RT @FAPPA: We know @MarieWoodsonFL is a passionate and determined defender of reproductive rights and we're celebrating her primary win! Co…,2022-08-25,0
Marie Woodson,"RT @browarddems: Congratulations to @MarieWoodsonFL! We are running to win on November 8th.

Are you in?

@FlaDems @TheDemocrats 

#FlipFLB…",2022-08-25,0
Marie Woodson,RT @RuthsListFL: Congratulations to @mariewoodsonfl on a major victory in Broward County tonight! https://t.co/f0XbuDZeUA,2022-08-24,0
Marie Woodson,RT @valbglenister: So many great wins tonight but I am especially proud of @MarieWoodsonFL and @LeaderBookFL . Knowing that my city is repr…,2022-08-24,0
Marie Woodson,"RT @Fla_Pol: South Florida state lawmakers @SkidmoreKelly, @MarieWoodsonFL, @RepCBenjamin emerge from Primaries unscathed

Reporting by @re…",2022-08-24,0
Marie Woodson,"RT @FAPPA: ?@skidmorekelly 
?@MarieWoodsonFL
? Jordan Leonard
? @repcbenjamin 
? @RepDotieJoseph 
? @Gantt4Florida 
? @angelaeady 

https:/…",2022-08-24,0
Marie Woodson,RT @DolphinDems: Congratulations to Dolphin Democrats endorsed candidate @MarieWoodsonFL on her Democratic Primary win for Florida House Di…,2022-08-24,0
Marie Woodson,WE did it again!! I am excited to represent our party once again and our eyes are now set on November. I would be h… https://t.co/jXeTEzUm0X,2022-08-24,17
Marie Woodson,RT @mrsgreenberg: Today is #ElectionDay  Please GO VOTE!! @MarieWoodsonFL is the fighter we need in Tallahassee!!,2022-08-23,0
Marie Woodson,"RT @1199SEIUFlorida: @MarieWoodsonFL is a dedicated public servant who believes economic, social and racial justice. That's why we're proud…",2022-08-23,0
Marie Woodson,RT @Robin_Bartleman: It’s Election Day!  @MarieWoodsonFL @RodVelez954 https://t.co/E1QdmBDNkN,2022-08-23,0
Marie Woodson,?? https://t.co/sPlG95FLJl,2022-08-23,3
Marie Woodson,"Tomorrow is #ElectionDay!

Polls are open from 7am to 7pm; remember your vote is your power!

#TeamWoodson https://t.co/ErUlHoaJEd",2022-08-23,20
Marie Woodson,"Your Vote, Your Power!!

Early voting starts today in Broward County and ends on August 21, 2022. Use your power on… https://t.co/OGYwTE9pgv",2022-08-13,23
Marie Woodson,"RT @FIUMetroCenter: ?? #BrowardCounty, this one's is for you ??

Join State Representative @MarieWoodsonFL of District 101 this Saturday, Aug…",2022-08-12,0
Marie Woodson,"RT @WeVoteYoung: Rep. Marie Woodson has earned renomination in District 105. With her young-at-heart spirit and iconic voice, young voters…",2022-08-12,0
Marie Woodson,I am honored to receive once again this prestigious endorsement from the SunSentinel! My sincere thanks and appreci… https://t.co/pjHiahNEGf,2022-08-08,38
Marie Woodson,I am honored to receive once again this prestigious endorsement from the SunSentinel! My sincere thanks and appreci… https://t.co/4IKo0e0LEZ,2022-08-08,7
Marie Woodson,"Celebrating Jamaica’s 60th Independence Day, a country with a rich history of strength and resilience!!

Happy 60th… https://t.co/fJS3bZI4Wd",2022-08-07,24
Marie Woodson,"RT @LeaderBookFL: Democracy Day was a hit! Together we hit doors across Weston helping to get smart, dynamic, strong Democrats like @MarieW…",2022-08-05,0
Marie Woodson,"RT @MarleineBastien: ??Endorsement Alert?? 

We are very excited to announce the endorsement of @RuthsListFL! Thank you! 

Ruth's List is an…",2022-08-05,0
Marie Woodson,"RT @senpizzo: From taxi cabs to beauty salons - Friday night discussion with small business owners, hosted by Rep. @MarieWoodsonFL. ?? ?? htt…",2022-07-30,0
Marie Woodson,@senpizzo @LeaderBookFL Thank you to @SenatorPizzo and @SenatorBook for taking the time on a Friday evening to meet… https://t.co/YbmSWFcaLQ,2022-07-30,14
Marie Woodson,https://t.co/R8Zzsd3NAX,2022-07-28,0
Marie Woodson,https://t.co/rB25g4hnWp,2022-07-26,4
Marie Woodson,https://t.co/lJCwlW1F3i,2022-07-14,2
Marie Woodson,https://t.co/ieAHknVUeS,2022-07-12,2
Marie Woodson,Such an awesome morning celebrating Eid ul-Adha 2022 in Sunrise with the Islamic Foundation of South Florida ( IFSF… https://t.co/6YOXOprA4s,2022-07-09,13
Marie Woodson,"Have a safe and happy 4th of July!

#IndependenceDay https://t.co/dyNOjKlII7",2022-07-04,5
Marie Woodson,"RT @ItsChrisByrnes: ""MY VOTE IS MY POWER!"" @MarieWoodsonFL leads chant with Democrats at @FlaDems @browarddems Area 10 GOTV Kickoff and tel…",2022-07-01,0
Marie Woodson,RT @collegedemsfl: (4/5) Florida College Democrats is proud to formally endorse the following candidates for Florida's House of Representat…,2022-06-30,0
Marie Woodson,"??Endorsement Alert ??

Very happy to announce the endorsement of Mayor @JoshLevyHlwd! We will continue to work toget… https://t.co/JSF9NlY85n",2022-06-30,1
Marie Woodson,"Thank you, @collegedemsfl!! https://t.co/NewcWQjhET",2022-06-29,1
Marie Woodson,"RT @LeaderBookFL: Full house at the Miramar Dem Club! @DWStweets and I discussed the legacy of Roe, support options for our veterans, and w…",2022-06-28,0
Marie Woodson,"??Endorsement Alert ??

Very happy to announce the endorsement of 5 influential leaders in District 105!

The Commiss… https://t.co/MAJqs2mluW",2022-06-28,7
Marie Woodson,"RT @senpizzo: In the Senate, we need to re-elect @LeaderBookFL @LoranneAusley @SenJanetCruz @ShevrinJones @TinaPolsky @loriberman @LindaSte…",2022-06-28,0
Marie Woodson,"RT @senpizzo: Now is the time for all of us to do what we can to get real Democrats (re)elected to the FL State Senate and House. 

Today,…",2022-06-28,0
Marie Woodson,"Thank you, Senator Pizzo for your leadership on this important issue! #TogetherWeWin 
#TrueLeadership https://t.co/OYUhT7gz9L",2022-06-28,2
Marie Woodson,"RT @senpizzo: In the FL House, we need to re-elect 
@MarieWoodsonFL 
@micheleforfl 
@CarlosGSmith 
@AndrewLearned 
@AnnaForFlorida  @RepDot…",2022-06-28,0
Marie Woodson,"Statement from State Representative Marie Woodson. 

#SupremeCourt https://t.co/why8aWXyND",2022-06-24,26
Marie Woodson,"Thank you very much, @FAPPA for your support and unwavering determination to fight for our rights! https://t.co/0Y6nTbHOgx",2022-06-18,3
Marie Woodson,"The State is Hiring! Read over this information for helpful guidance on how to apply. 

#FLHD101 https://t.co/OkNG5OcJOY",2022-06-18,9
Marie Woodson,"RT @FLHouseDems: “I am worried about the type of message we are sending with this anti-immigration bill being signed into law,” Rep. @Marie…",2022-06-18,0
Marie Woodson,"Team Woodson is fired up and ready for 2022!

Excited and full of energy to fight for our community, our District,… https://t.co/w5n8Q1FgSi",2022-06-17,29
Marie Woodson,"??Endorsement Alert ??

I am honored to receive once again Mayor Daniella Levine Cava’s endorsement for the Florida S… https://t.co/Fw0j91s52S",2022-06-14,34
Marie Woodson,RT @UdenCatherine: 2022 FL Legislative Update hosted by Greater Hollywood Chamber of Commerce. Thank you @senpizzo @MarieWoodsonFL @LeaderB…,2022-06-06,0
Marie Woodson,RT @fl_opportunity: Happy Birthday to Rep. Marie Paule Woodson (@mariewoodsonfl) from Opportunity For All Floridians! https://t.co/90qcLMoa…,2022-06-02,0
Marie Woodson,"Celebrating #PrideMonth! 

#FLHD101 https://t.co/gMARvSqL9c",2022-06-02,4
Marie Woodson,We can never forget our fallen heroes and those who lost their lives from suicide in the aftermath. Let’s honor the… https://t.co/DfbzBz7YxN,2022-05-30,3
Marie Woodson,Happy Haitian Mother’s Day to all my Haitian sisters!!! This is a day where we celebrate our strength as backbones… https://t.co/FTtMxyxvS2,2022-05-29,15
Marie Woodson,@floridawatch Thanks for being the force beneath our wings!,2022-05-18,0
Marie Woodson,"Happy Mother’s Day to all the mothers and the mother figures!! It is your day, and we honor you today and every day… https://t.co/MhFTtSvqyz",2022-05-08,16
Patricia Williams,Weeks 5 &amp; 6 2023 Legislative Session Updates  https://t.co/K2srVeqaWS,2023-04-16,0
Patricia Williams,Weeks 5 and 6 of the 2023 Legislative Session have been filled with notable legislative changes and informative mee… https://t.co/ZAVX60NsLc,2023-04-16,0
Patricia Williams,Broward County is experiencing extreme flooding. Please stay up to date on the weather and all closures. Be careful… https://t.co/8yIZU0MNSZ,2023-04-14,0
Patricia Williams,I am firmly against SB 300: Pregnancy and Parenting Support which unfortunately was passed today. In the free state… https://t.co/18FbOAPQ4e,2023-04-13,4
Patricia Williams,https://t.co/2NzkCBLhWs,2023-04-10,0
Patricia Williams,https://t.co/PtnZSUSOAJ,2023-04-07,1
Patricia Williams,https://t.co/SLmfyNZ39Y,2023-04-03,2
Patricia Williams,Weeks 3 &amp; 4 of the 2023 Legislative Session have been filled with notable accomplishments and great meetings with F… https://t.co/GA69knq99u,2023-04-02,0
Patricia Williams,https://t.co/taaMwCBn99,2023-03-27,0
Patricia Williams,https://t.co/yHAhYxN8xM,2023-03-20,0
Patricia Williams,https://t.co/M3NXkOHMRo,2023-03-20,0
Patricia Williams,Please follow my legislative session journey via the following links: https://t.co/hpEwB9wdGg… https://t.co/XSTJRdL0eG,2023-03-19,1
Patricia Williams,CareerSource Broward continues to dynamically support Broward County’s job-seeker and employer populations includin… https://t.co/fAMh1w6Hjc,2023-03-15,1
Patricia Williams,@FLHouseDems Thank you so much!,2023-03-14,0
Patricia Williams,https://t.co/VJow85hdpl,2023-03-13,0
Patricia Williams,https://t.co/hxAjzDynmf,2023-03-08,4
Patricia Williams,https://t.co/NnXcaVkhpU,2023-03-01,0
Patricia Williams,I am  collaborating with Broward County Property Appraiser Marty Kiar to introduce HB-889 which provides for reclas… https://t.co/8o9mHx3KBB,2023-02-28,2
Patricia Williams,HB-1 allows Florida students to use state funds to attend private schools and even be home schooled instead of atte… https://t.co/Nt899V4jMq,2023-02-27,3
Patricia Williams,https://t.co/RqTM9qME3R,2023-02-27,0
Patricia Williams,I had the opportunity of meeting with a group of   Broward County students who traveled to Tallahassee for Best Bud… https://t.co/tji787J8tE,2023-02-24,0
Patricia Williams,https://t.co/RcP9I9X7qh,2023-02-20,2
Patricia Williams,I recently had the pleasure of meeting with former State Representative and Broward Delegation Chair Richard Stark… https://t.co/VaGD4ntXSQ,2023-02-17,2
Patricia Williams,The Hispanic Unity of Broward County recently visited Tallahassee to discuss their legislative priorities.This orga… https://t.co/hKJOc8wjIb,2023-02-15,3
Patricia Williams,https://t.co/Am7g1olajY,2023-02-15,0
Patricia Williams,"Today marks five years since the tragic event that took place at Marjory Stoneman Douglass High School. Today, we s… https://t.co/lxAXIqX0lZ",2023-02-14,3
Patricia Williams,https://t.co/ukrPRdnHm0,2023-02-14,0
Patricia Williams,Thank you to the Florida Mental Health Advocacy Coalition for stopping by the state capital to advocate on behalf o… https://t.co/JwkPskFR2R,2023-02-13,0
Patricia Williams,https://t.co/YNq7GJYFzo,2023-02-13,0
Patricia Williams,It was a great pleasure to meet with representatives from the Broward Behavioral Health Coalition! I thank you for… https://t.co/9YQy7YQNLR,2023-02-10,2
Patricia Williams,"I had the amazing opportunity of meeting with the Florida Substance Abuse Prevention, Treatment, and Recovery Group. https://t.co/7n5ipUKK8i",2023-02-10,2
Patricia Williams,"RT @FLHouseDems: Celebrate #BlackHistoryMonth

Today we celebrate Representative @patwilliams4u, who is also the chair of the Florida Legis…",2023-02-10,0
Patricia Williams,https://t.co/DfEv2JNlKU,2023-02-06,5
Patricia Williams,Happy Black History Month! https://t.co/UhvvrPpC7n,2023-02-01,1
Patricia Williams,"Happy Monday! Remember, there is beauty all around. https://t.co/rqQuRBo7up",2023-01-30,0
Patricia Williams,https://t.co/UNDpREiNRs,2023-01-23,1
Patricia Williams,https://t.co/tePVp4lUwb,2023-01-20,0
Patricia Williams,https://t.co/0y58WcpbOa,2023-01-16,2
Patricia Williams,This week is committee in Tallahassee and two of my committees are meeting today. I am passionate about educating t… https://t.co/PB548dPBSn,2023-01-04,2
Patricia Williams,Governor DeSantis proclaimed Florida to be a land of “liberty” and “sanity”; a State he is ultimately leaving for G… https://t.co/afEqjK5yjy,2023-01-04,2
Patricia Williams,"Yesterday, Governor DeSantis proclaimed Florida to be a land of “liberty” and “sanity”. However, the Governor’s ide… https://t.co/0sA2KY1ykV",2023-01-04,8
Patricia Williams,https://t.co/cypO9dl5dp,2023-01-02,1
Patricia Williams,https://t.co/Ihs5DJh6jM,2023-01-01,1
Patricia Williams,https://t.co/UALqt2vABi,2022-12-26,2
Patricia Williams,Merry Christmas from my family to yours! Wishing all of you a happy Holiday! https://t.co/FAYMjAbDd5,2022-12-25,2
Patricia Williams,"Hanukkah 2022 began Sunday, December 18, 2022 at sundown, and ends the evening of Monday, December 26.

My office a… https://t.co/U42TuEJa6L",2022-12-19,0
Patricia Williams,"Our citizens deserve more! According to Republicans, this bill gives “HOPE.” I stand to tell them HOPE don’t pay bi… https://t.co/WtJOzkxAlm",2022-12-14,3
Patricia Williams,https://t.co/vD8KKA2i88,2022-12-05,1
Patricia Williams,https://t.co/wHPPqYwpqU,2022-11-28,1
Patricia Williams,"https://t.co/EMR5eQIG5G
https://t.co/uC4qjPdonJ https://t.co/DuXqE63cY0",2022-11-24,0
Patricia Williams,"As we go about our lives, we often get caught up in the things we want and forget about all the little things we al… https://t.co/7rvrF3ypSe",2022-11-24,1
Patricia Williams,Thanksgiving marks an important season for all of us to take a moment and remember the little things in life. I am… https://t.co/HaKrCtmAs2,2022-11-24,0
Patricia Williams,"I have so much to be thankful for this holiday season. Yesterday, I was officially sworn in as the state Representa… https://t.co/p1Ra4VrYdX",2022-11-23,4
Patricia Williams,"Today, November 22, 2022, beginning at 10:00am eastern time, I am officially being sworn in as the state Representa… https://t.co/FOOGOJLlNn",2022-11-22,1
Patricia Williams,"Today, November 22, 2022, beginning at 10:00am eastern time, I am officially being sworn in as the state Representa… https://t.co/4wKakqfS0w",2022-11-22,0
Patricia Williams,https://t.co/lcQffqOEAt,2022-11-21,2
Patricia Williams,https://t.co/zRBO7GC3ev,2022-11-14,1
Patricia Williams,"Today,  we celebrate Veteran’s Day to appreciate and recognize those who serve our great nation today and those who… https://t.co/uAhYEiwSPF",2022-11-11,2
Patricia Williams,Good morning Broward County~ This is a reminder that Broward County Schools are closed due to Tropical Storm Nicole… https://t.co/HBOyzDmaFY,2022-11-09,13
Patricia Williams,TODAY IS ELECTION DAY! GO OUT AND VOTE IF YOU HAVEN'T!!!!!!!!,2022-11-08,14
Patricia Williams,"Good morning! This week's Mindful Mondays message is dedicated to the important topic of VOTING. 

Early voting end… https://t.co/JkBaCJFQIP",2022-11-07,16
Patricia Williams,To all of the students starting new academic quarters this week! https://t.co/nxCBGL0MAE,2022-10-24,0
Patricia Williams,https://t.co/ZzGgOKNU9U,2022-10-24,0
Patricia Williams,https://t.co/V74McV52kP,2022-10-17,1
Patricia Williams,Wishing you all an amazing Monday and happy Indigenous People's Day! https://t.co/LMs3DE0tZd,2022-10-10,13
Patricia Williams,"Please feel free to share this direct donation link: https://t.co/nXRU2yLCui 

Patricia Williams
Broward Delegation… https://t.co/PAouohkVhy",2022-10-05,0
Patricia Williams,https://t.co/Bu6lK0i571,2022-10-03,0
Patricia Williams,"Good morning Facebook,

October is Breast Cancer Awareness Month! Please be responsible and get your self tested. https://t.co/98xhTdefoK",2022-10-03,0
Patricia Williams,Wishing you all a lovely Friday! https://t.co/GFYq4HuPEq,2022-09-30,0
Patricia Williams,"Hurricane Ian has made landfall. If you are in need of assistance, please call the state assistance line at 1-800-3… https://t.co/yDRyzrrEVx",2022-09-29,2
Patricia Williams,https://t.co/bs74G4bb5T,2022-09-28,0
Patricia Williams,"Good morning , Broward County
As we are in the midst of Tropical Storm Ian, please be mindful of any flooding and p… https://t.co/XqtGEsuyuH",2022-09-27,6
Patricia Williams,Hurricane Ian is expected to make landfall and metropolitan Broward County is expected to be impacted. REMAIN ALERT… https://t.co/ZiijEsfy6p,2022-09-27,25
Patricia Williams,Happy Monday Twitter! https://t.co/N83R5fQuWN,2022-09-26,1
Patricia Williams,HAPPY FALL TWITTER! https://t.co/81xbegFO03,2022-09-22,2
Patricia Williams,"Happy Monday Family! 
Remember that BELIEVING in your own strength and capabilities will always put you ahead of th… https://t.co/ggtj9vL9yV",2022-09-19,0
Patricia Williams,Good morning Twitter!!! Who do you call when you are in need? https://t.co/1DgJSsw1XI,2022-09-19,1
Patricia Williams,Wishing you all an amazing Labor Day! https://t.co/qgwUKtX2ed,2022-09-05,0
Patricia Williams,I fully support Broward's Hindu American community. I am deeply disturbed and frustrated by the recent acts of raci… https://t.co/I3AGzMeCOu,2022-09-01,2
Patricia Williams,"In case of a hurricane or other natural disaster, here are a few useful things can take with you to a shelter. For… https://t.co/vCUefC7uIi",2022-08-31,1
Patricia Williams,Please make sure you make note of this information and other relevant points made on https://t.co/kPItwnCRCA's Hurr… https://t.co/qSLd4hp8Zz,2022-08-30,1
Patricia Williams,https://t.co/z3rA878sGA,2022-08-30,0
Patricia Williams,Good morning and happy Monday all. Start each day off right by making a checklist. https://t.co/yurLWidY4W,2022-08-22,1
Patricia Williams,Welcome back Broward!!!!!!!!! https://t.co/x7NkBHZLah,2022-08-16,6
Patricia Williams,Whose ready for the big day tomorrow??? https://t.co/vLs4gy6qBY,2022-08-16,0
Patricia Williams,"What better topic to initiate the week than that of punctuality? If you arrive 10-15 minutes early, you're on time.… https://t.co/B1yAQl8K5X",2022-08-15,0
Senator Lori Berman,"EIGHTY-ONE percent of registered voters want the legal age to buy firearms at 21, according to Fox News. 

This, as… https://t.co/2zqIuuRAz0",2023-04-28,31
Senator Lori Berman,"RT @FLBaloney: “Campuses at #Florida public universities are experiencing an exodus of faculty members, while out-of-state professors searc…",2023-04-28,0
Senator Lori Berman,"Not even the Republican Speaker agrees with DeSantis’ war on free speech and Disney. 

He’s truly lost. https://t.co/LRp7ui7PAN",2023-04-28,4
Senator Lori Berman,"RT @Fla_Pol: 'If we get into a firestorm with them politically, they're going to come after our business....'

@MarcoRubio warns of 'proble…",2023-04-27,0
Senator Lori Berman,"RT @FLSenate: ""When athletes rise, the whole university rises. They have already made such an impact in our community and our state, and we…",2023-04-27,0
